review,rating
Very good headphonesREAD MORE,5
Not bad... Bluetooth distance very poor...design not good.and sometimes mic has little problem.READ MORE,2
Smaller product.My friend purchase in flipkart but his product Is much bigger than me.but mine is smaller...but sound quality is better...i purchase on969/-rsREAD MORE,3
It's awesome.READ MORE,4
Noise cancellation is very very bad. Aux cable doesn't support mic feature. Although you can use mic wirelessly but not with wire. Bass quality is decent with the combination of sound quality. I like sound quality if we don't compare headphone with wired earphone.READ MORE,4
It is a best product in 999 rupiceREAD MORE,5
AverageREAD MORE,3
What a productREAD MORE,5
It worth your money and ears .... .A true music lover should go for it ... ..READ MORE,4
Thank you for the amazing productREAD MORE,5
Very nice headphone 😊😊👌👌👍👍READ MORE,4
NiceREAD MORE,5
It's really fantastic awesome Bluetooth headphone 🎧READ MORE,5
Good one !READ MORE,5
Excellent productREAD MORE,5
Its a very bad product when i was wear it like some on pressing my earREAD MORE,2
"Sound quality is good but not much comfortable, new user have to adjust it again and again, black and red one make your ears sweater and hot, purchase it in sale .READ MORE",5
Superb headphone the bass is just amazing and the sound quality is superbREAD MORE,5
Very very nice quality.... Product is very... Good😘😘I am so...happy...🤗Thank u flipkart 😊😊READ MORE,5
Nice 😊 productREAD MORE,5
"Nice product Value for money. thanks Flipkart.Good bass ,,Excellent Voice ,,Good Battery backup, for 10 hour, 2 hour Charging  full ..READ MORE",5
Specially good product.READ MORE,5
Very goodREAD MORE,5
GoodREAD MORE,5
It's a great value for money product go for it..READ MORE,5
Excellent Value for manyREAD MORE,5
bestREAD MORE,5
Superb productREAD MORE,5
"Battery back up is good. Sound is amazing. Only problem is with mic, it could have been much betterREAD MORE",3
Sound is very good....but calling voice is very slow...and not clear ..READ MORE,3
Good bass good battery backup and sound quality is to good for meREAD MORE,5
Good looking 👌 thumb's up to flipcar😍🥰🥰🥰READ MORE,5
AverageREAD MORE,3
"1st day of use so i can't tell about battery,, look is same as shown in pic perfect & nyc. At full volume it  rocks & bass is superb. Satisfied with the productREAD MORE",5
Sound is very goodBut connectivity rang badREAD MORE,4
Good looking 👌 thumb's up to flipcar😍🥰🥰🥰READ MORE,5
AverageREAD MORE,3
"1st day of use so i can't tell about battery,, look is same as shown in pic perfect & nyc. At full volume it  rocks & bass is superb. Satisfied with the productREAD MORE",5
Sound is very goodBut connectivity rang badREAD MORE,4
Good sound and osm bass👍👍👍READ MORE,4
Nice qualityREAD MORE,5
Very good productREAD MORE,5
Nice.Order without thinking.Best one.READ MORE,5
Good product but ears will start paining if worn for more the 30 mins.READ MORE,3
Sound quality is very badFitting is worstPaining and itching in 5 minsIt is worst headphone everREAD MORE,1
Working goodREAD MORE,4
Whenever I pause song by tap multifunction button then try to start song again tap button but failed.It is not working.Worst experience everREAD MORE,1
"One of the best products. It's been a long time since I have been using it, nd it works perfectly fine. You must go for itREAD MORE",5
Value for money if get it under 1KREAD MORE,4
The product is lovely nice and bass is osme and battery backupnis also goodREAD MORE,4
It's really awesome....as I expected but microphone call capturing power is poorREAD MORE,4
Thats a good piece of all boat head phones If you want to buy o hurry up...but after some time you feel pain in ear.READ MORE,4
A1 Quality 😍READ MORE,5
Superb Sound QualitySuper BASS BUT BALANCE SOUNDREAD MORE,5
Very good product and best at this price satisfied buying thisREAD MORE,5
It is best product in best price. Good sound quality and build quality.READ MORE,5
Awesome productREAD MORE,4
Good headphones..READ MORE,5
goodREAD MORE,5
The bluetooth headphone so good but the bass is just little more then the headphones best.READ MORE,4
Really a awesome one. Everything is good only concern is MIC.  Go for it.READ MORE,5
Nice productREAD MORE,4
BestREAD MORE,5
Nc gud ever wanted headphoneREAD MORE,5
Awsme..READ MORE,5
Nice productREAD MORE,4
BestREAD MORE,5
Nc gud ever wanted headphoneREAD MORE,5
Awsme..READ MORE,5
Amazing headphone I recommendREAD MORE,5
"Sound is really good, but microphone is not work properlyREAD MORE",2
"Boat never fails to disappoint. The Bass is superb, excellent style and awesome battery backup.But one thing it's more tight to the ears. You'll feel the pain after 25 - 30 mins. And it gets tooo hot between the ears and the cushion.If you want best sound effect, then you have to bear the pain. That's the reason I didn't return ""boAt Rockerz 400"".READ MORE",4
Nice headphones and best delivery.READ MORE,5
Not comfortable for long use. Feel pain on ear for long duration of use otherwise everything is goodREAD MORE,4
Product is best but sometimes sound has gone and after 30 or 60 second sound came Allover product is very goodREAD MORE,4
NycREAD MORE,5
Awesome.READ MORE,5
Very bad product west of moneyREAD MORE,2
Mats hai bhailog Best SoundREAD MORE,5
superb sound quality 👍👍READ MORE,4
I got defective product.... Yarrr very disappointed. Microphone is not workingREAD MORE,1
So nice and beautiful 🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧🎧READ MORE,5
Very niceREAD MORE,5
Very nice Thank u FlickCartREAD MORE,5
NiceREAD MORE,5
Powerful bass🔥🔥🔥💥READ MORE,5
Connection lost with Samsung Galaxy model But not with mi phones.Battery backup is upto mark. Working good till nowREAD MORE,4
NiceREAD MORE,5
"Sound quality is very good at this price, but there have some problem in mic. During call, sound is not clear to other party.READ MORE",4
Just want to say that it have a nice strong and powerful perfect bass ⚡⚡⚡READ MORE,5
Very best product.READ MORE,5
Nice headphoneREAD MORE,5
This bass and sound is gardaREAD MORE,5
Its  good sound and best quality but it microphone is bad I do not talk with my friend using headphone overall sound is goodREAD MORE,4
Worth it at rupees 999READ MORE,5
Product is good. It's very tight and pain in earREAD MORE,5
suprbREAD MORE,5
Amazing productWorth itt!!!READ MORE,5
Good sound quality & bass is awesome design build is great and very lightweight product easy to wear & boat graphics is superb once again very nice quality product i loved it..🎧🎧READ MORE,5
Amazing product bass is excellent easy to carryREAD MORE,5
Nice productREAD MORE,5
very good sound quality and battery backup as wellREAD MORE,5
Everything is good except colour don't choose bright colour after some time it seems cheap and dirtyREAD MORE,3
Sound Quality HDREAD MORE,5
HappyREAD MORE,5
Just Amazing ??READ MORE,5
Good but design poorREAD MORE,5
"The headphones are awesome , light weight , travel friendly and made up of premium quality plastic , Now comes for the problem you might have to deal with using this headset is that may some times you headset make an anyoing hit sound whenever you are about to play something , though it is for a fraction of seconds but still it irritates you , second the headsets may feel very tight to your ears and may like me you also unable to use it for long go......Overall the the headset is up to the ...READ MORE",4
Nice productREAD MORE,3
Though it is said that it has a microphone but it is of no work and built in quality is also very bad.READ MORE,1
Sound and build quality is good but for some people it can be irritating due to its small size ....BTW product is good go for itREAD MORE,4
osm bass and qualityREAD MORE,5
Good headphones but for the first time u have to go through some headache aur pain in ears but then u will be use to itREAD MORE,4
Superb.....the best one that should I buy....thanku FlipkartREAD MORE,5
Super good product and good service 💯💯💯🎭🎭😜😜😜 sound quality is very goodREAD MORE,5
Its great at 1k priceREAD MORE,1
Battery backup is osm...READ MORE,5
Great productREAD MORE,5
GoodREAD MORE,5
The best earphone i ever useREAD MORE,5
uselessREAD MORE,1
Super and very sound quality and it is more good for gamingREAD MORE,5
"It just a amazing product , also thanks to flifkart for delivering fastlyREAD MORE",5
"Waste product from boAt ..... don't buy this one ... please...,please.....don't buy....READ MORE",1
WonderfulREAD MORE,5
I am reviewing it after one year of experience.Plastic quality is not so good. Sound is below average. It breaks easily.READ MORE,3
Great for bass and pubg loversREAD MORE,5
"Bought it for just 999/- .Great quality for this price range.Phenomenal bass and sound quality. It provides u thumping bass. Design and built is pretty decent but its bit tight so it feels bit uncomfortable. Overall, its a great headphone. Loved it!READ MORE",5
"The headset  is awesome.. There is no doubt  in the sound  quality... But  the range is very  low,  it  get disconnected   very fast even if you  move little far from the device.. Other than that  the product is best.READ MORE",4
GoodREAD MORE,5
I bought it for 999rs.its the best one giving the real music experience at this price.The bass was so rich.the best quality I like is its duel mode being both wired and Bluetooth.one and only one problem is afternoon using its for something we get ear pain due to its pressure .Guys just go for it.its good oneREAD MORE,5
Sound is pretty good bass is awesomeREAD MORE,5
Very satisfied..with the headsets it's awesome...READ MORE,5
goodREAD MORE,4
Worth for moneyREAD MORE,5
Sound is pretty good bass is awesomeREAD MORE,5
Very satisfied..with the headsets it's awesome...READ MORE,5
goodREAD MORE,4
Worth for moneyREAD MORE,5
"Price worth product, overall beautiful ND I'm loving it.I got this headphone at 999.READ MORE",5
Good Product...nice sound...nicely build...best for budget... Best for gifting.. Nicely packed..and quick delivery with in 3 days...thank u filpkart..READ MORE,5
"Great headphones with good bass, battery and comes with vast functionality but its not comfortable when used for long time . Anyways good product at this price range . You can consider buying it.READ MORE",4
In one word ..I fell in love with this boat headphoneREAD MORE,5
Boat is best qualityREAD MORE,5
"Not so comfortable, but sound quality is remarkableREAD MORE",4
I have purchased this 2 years before and the headphones are OSM WORKING NOW ALSO. I HAVE PURCHASED IT FOR 999 . GO FOR IT EVEN YOU GIVE 1500 it's worthy.READ MORE,5
OsmREAD MORE,5
Very nice sound and bass is very powerful tool enough....READ MORE,5
Amazing product in good ratesREAD MORE,5
"It is better than the expectationWorth its cost , loud sound and bass 😵READ MORE",5
Sound quality and battery backup is very niceREAD MORE,4
NYC PRODUCT VALUE FOR MONEY ..READ MORE,4
NiceREAD MORE,4
GoodREAD MORE,4
good sound qualityREAD MORE,5
Superb    .....nice delivery serviceREAD MORE,5
Wonderful...READ MORE,5
"My experience with this headset is very good. Got a good deal of 960/- , the charging time is about 2hrs and gives a good battery backup of 4-5hrs continuosly , but only one problem is that its bluetooth range is very very less.READ MORE",5
Good product But battery backup is not niceREAD MORE,3
Excellent  very nice  productREAD MORE,5
Nice productsREAD MORE,5
NICE PRODUCTREAD MORE,5
This is one of the super value for money headphone under Rs. 1000. Sound quality is too awesome but build quality is average. I recommend this product if you have a tight budget and get a wireless headphones than go for it.READ MORE,5
The Headphone is totally super quality. Its amazing 😍😍READ MORE,5
"Very nice product. ....,....READ MORE",5
ExcellentREAD MORE,5
"Best Headphone with great look buyed @999 at sale, must buy if you are looking headphone at this budget don't go for any other headphone.Thankyou Flipkart.READ MORE",5
I just love this product ... Great bass and deep sound with great balance .... I prefer to all UREAD MORE,5
Excellent wireless headset. Good sound qualityREAD MORE,5
Best in this priceREAD MORE,5
It's an awesome wireless headset with lightweight designREAD MORE,5
Nic productsREAD MORE,5
Product is awesome 👌 and specially sounds quality is fantastic but I want padding is little bit in softer side but  it little bit harder sideREAD MORE,4
"Great headphones. Broke after 8 months of use. And no i did not sit on it or drop it. Also, I am a normal head size person.READ MORE",3
GoodREAD MORE,4
Good quality and fast deliveryREAD MORE,4
Amazing sound...Light weightREAD MORE,5
•Good headphones and deep bass.•This is not comfortable for all heads.•Sound quality is also good.•Light weight but you don't satisfaction when you wear this headphone.•Battery backup is also good.READ MORE,4
It was really good than I was expecting. I recommend this to all who needs affordable bluetooth headphones. The experience over gaming were awesome. I will rate 5/5 for sound Quality.READ MORE,5
perfect except  uncomfortable to wearREAD MORE,4
Worthy for budget.READ MORE,4
Jst close your eyes and buyREAD MORE,5
I can't wear it for more than 10 min .its design is very poor and due to that I have pain in my ears and head ache.READ MORE,2
Gud productREAD MORE,4
This is best best headphone I purchased in this range.The Sound quality was amazing and peefect.The design and build material was so good.I received aux cable and charging cable with it also.It was the best experience with this headphone.READ MORE,5
All ok ..but price and look not okREAD MORE,3
best option for 999READ MORE,4
BestREAD MORE,5
"This is good but it's on ear. Cannot use for long time as it hurts ur ear. Except that, this is best.READ MORE",4
AwesomeREAD MORE,5
I got damage productREAD MORE,1
the sound is no doubt brilliant but the problem rises when I go for concall voice is not clear .blutooth  availability weakens from one room to another and if there is an obstruction.battery  is serve well if I play half an hour then runs for a week. I am impressed with the aux and charging cable.READ MORE,3
This is superb in this budget.READ MORE,5
"This is the first headphone of this company I bought. However, after buying it, I am very satisfied, because its design is very beautiful, and the sound quality is great and the bass is very high.READ MORE",5
It niceREAD MORE,5
Nice product Thank-you for fast delivery.READ MORE,5
"In this price range it is great.but yeah the bass is not that good , noise cancellation is quite good . sound and vocals are clear. Batter backup is good. Value for money product 🙂READ MORE",4
Those who love high bass definitely should go for itREAD MORE,5
Aux cable is not working.Sound quality and bass is jbrdst But the aux cable provided with it is not good it is not working with aux cable. You have to buy a new cable. and also it is claimed to be 10 metre of bluetooth connection but actually it is working within 3-4 meter BATTERY BACKUP 5/5BASS 5/5 Connectivity 3/5READ MORE,4
amazing gadget 👍READ MORE,5
Nice product and good bassREAD MORE,5
This is not for playing pubg foot steps and firing sound come too much late and everything looks good not for pubg playersREAD MORE,3
SatisfiedREAD MORE,4
"Supper,bREAD MORE",4
Worth buy.READ MORE,5
This is not for playing pubg foot steps and firing sound come too much late and everything looks good not for pubg playersREAD MORE,3
SatisfiedREAD MORE,4
"Supper,bREAD MORE",4
Worth buy.READ MORE,5
Awesome and original product.Before time delivery.READ MORE,5
Very niceREAD MORE,5
Nice headphones in this price rangeBattery backup is also good Sound quality and bass is goodREAD MORE,5
Very good headphones got it at price of 914 during freedom sale very nice sound quality amazing but made in China but boat brand is Indian.READ MORE,4
Value for money nice products In rs 999READ MORE,5
Nice voice and bass.....Fast deliveryREAD MORE,4
Very nice products ansom sounds and bassREAD MORE,5
Product ok..but not adjustableREAD MORE,4
It's a veeeeeeeeeeerrrrrrrryyyyyyy nice product. It's bass was super. And it's sound quality it's amazing It was the best headphone. It's easily connect with bluetooth. And they also give us the charging cable and a ox also.READ MORE,5
Superb soundREAD MORE,5
Very good product.value of moneyREAD MORE,5
Tip top enjoy this head phoneREAD MORE,5
Good product at this priceREAD MORE,3
As expectedGreat voice Comfortable ear pad'sGood noise cancellation Worth moneyREAD MORE,5
"Audio aux cable mei problem hai very bad delivery, packaging very bad 😠😠😠😠😠READ MORE",3
Heard echo when tried to use as handsfree for mobile. Good choice for hearing music..READ MORE,4
Good product at this priceREAD MORE,3
As expectedGreat voice Comfortable ear pad'sGood noise cancellation Worth moneyREAD MORE,5
"Audio aux cable mei problem hai very bad delivery, packaging very bad 😠😠😠😠😠READ MORE",3
Heard echo when tried to use as handsfree for mobile. Good choice for hearing music..READ MORE,4
Decent productREAD MORE,5
I like this headphones at price between 1000 -1200Rs but If its available at price 1500 don't buy...many other options are availableYou are lucky if you got them for 999/- like I've gotREAD MORE,5
"Good pruduct inthis price , high bass clear sound and ultimateREAD MORE",5
Sound is awesome. Bit Uncomfortable if we wear more than 30min. When any cal comes the caller tune is very scary. Battery backup I super 12-14hrsREAD MORE,5
SuperbREAD MORE,5
Good sound reproductionREAD MORE,4
Boat heads are really best!READ MORE,5
Sound quality super&bass superREAD MORE,5
It's good for listening music but it hurts in your ears if you use it for around 10 minutes its okay but if you it more then your ears will become red and it will pain alsoREAD MORE,3
"I absolutely love the product. Amazing sound quality. Noise cancellation as well. And, it is primarily a bluetooth device, but a wire is provided. So is the charging wire. Great product at a great price. Worthy purchase.READ MORE",5
Very nice product 🥰🥰🥰🥰READ MORE,5
Battery is awesome 50%volume to 10 to 11 hoursREAD MORE,5
It is a very good headphone for bass songREAD MORE,5
Nice products go for it without any doubt 😊READ MORE,5
I absolutely loved itREAD MORE,5
Very good product. And it's very cheaper in price. Good value for money product and thank you flipkart for fast delivery❣️❣️🙏🙏READ MORE,5
Good productREAD MORE,4
Sound quality goog love it boat productREAD MORE,5
Simply awesomeREAD MORE,5
Bluetooth is not working properly but it is niceREAD MORE,5
Best headphones with bass clearity ❤️❤️READ MORE,5
GoodREAD MORE,5
Best Eare phone  for gaming  and songREAD MORE,5
Opppp head set Make's everything sondless surronding🥰🥰😎😎READ MORE,5
Good bestREAD MORE,5
Purchased for 1k..value for moneyREAD MORE,5
Powerfull bass....👌👌READ MORE,5
Nice product i purchase 464 only value for moneyREAD MORE,5
Best 🔥🔥🔥READ MORE,5
"Its not comfortable to wear, after 10 min of use i started feeling pain on my ears .READ MORE",2
Nice product awesome sound very high bass battery backup is also nice overall a good quality product and delivery is also smooth.READ MORE,5
Excellent productREAD MORE,5
Sound quality good But Not comfortable for long time listing...READ MORE,3
Good  headphoneREAD MORE,5
The sound quality of the headphones is very good and the bass is also greatThe build quality of the headphones is average.Its battery backup is satisfactory..READ MORE,4
But tight but love it.Amazing battery backup.READ MORE,5
Sound quality good But Not comfortable for long time listing...READ MORE,3
Good  headphoneREAD MORE,5
The sound quality of the headphones is very good and the bass is also greatThe build quality of the headphones is average.Its battery backup is satisfactory..READ MORE,4
But tight but love it.Amazing battery backup.READ MORE,5
It's cool and classy..But it causes pain in ear😉...Overall nice🤟READ MORE,4
thanks flipkartREAD MORE,5
GoodREAD MORE,5
very impressive sound qualityREAD MORE,5
Truly fun unlimited only one issue this is not Adjustebel overall good experienceREAD MORE,4
Best product everREAD MORE,5
Excellent deviceREAD MORE,5
GoodREAD MORE,5
Superb awesomeREAD MORE,5
I bought it 6 month before but now it's not charging...READ MORE,2
Wonderful productREAD MORE,5
Zero Passive noise cancellationREAD MORE,4
"Best quality product at a very cheap price.., 😍😍READ MORE",5
I bought this at 999 best product at this price go for itREAD MORE,4
Super coolREAD MORE,5
Value for money I got it for 883 BucksREAD MORE,4
Awesome HeadphoneREAD MORE,5
niceREAD MORE,4
Close ur eyes and get this 💯🔥READ MORE,5
Amazing sound quality But tight in ear After all a nice product Worth for moneyREAD MORE,4
Nice soundREAD MORE,4
"Nice product, sound quality is good, battery backup also good.READ MORE",4
Product is very good as compared with the price.READ MORE,5
GoodREAD MORE,4
Superb headphones...fits on ear perfectlyREAD MORE,5
Delivery excellent but sound quality needs to get improvedREAD MORE,5
Product is very good as compared with the price.READ MORE,5
GoodREAD MORE,4
Superb headphones...fits on ear perfectlyREAD MORE,5
Delivery excellent but sound quality needs to get improvedREAD MORE,5
Very nice productREAD MORE,5
Nice product and nice serviceREAD MORE,5
After hearing a lot of time it will be used too and It doesn't make any difference with other headphone on the basis of bass and sound quality.Rather its good for its company.READ MORE,3
Super quality worth of money must by itREAD MORE,5
GoodREAD MORE,4
voice call problem don't buyREAD MORE,4
I loved it  ur neighborhood boy became jealous on my boat headset and he also ordered but bad luck he cancelled but like this sounds are great bass is super to listening to dj songs it is good I love u boatREAD MORE,5
Little bit tight for my ear..but sound quality is superbREAD MORE,5
Very nice and very good sound and  ulid qualityREAD MORE,5
"Just shame on you people who does this and not value the costumer's trust on you, the boat rokerz 400 I bought for RS 999 has its bow which the cuision fits on is glued on into the head set, why did you have to do this to me ? Literally are you people trying to clear your over stocked defective products ? If I had to buy a cheap ripoff of this boat I could have had boat it under 500. Instead I bought from you trust unworthy people. I bought this with my hard earned money and now I have to use...READ MORE",1
Eveary thing is okREAD MORE,5
As we know the product depends upon the money we spend Something like a speakers to a headband I conclude these as Head speakersREAD MORE,3
Nice product...Bess quantity is to good..aswm product.. thanks FlipkartREAD MORE,4
"Don’t go by reviews, Iam not expert in telling sound quality etc, one thing is very clear this headset is not good because comfort and mic quality, if your buying for office work clear no. One more thing there is not refund option if you change your mind.READ MORE",2
"Pros:1. Bass2. Overall sound quality3. Loudness4. Build quality5. Compactness6. Material texture7. Buttons8. Aux connectivity9. Ear paddings are washable (For blue & gray variants)10. Battery backupCons:1. Comfort2. Charging port (Could have been Type-C)3. Volume rockers (Doesn't change the actual volume)4. Controls (Single press changes tracks, long press changes volume)5. Head padding (Streching it, the glue comes off)6. Charging time7. Adjustability (Can't swivel verti...READ MORE",4
Nice volumeREAD MORE,5
"Wonderful product,must go for it.Don't think about the negative reviews.Just go for it.READ MORE",5
Sound quality is excellent.Bass is awesome I just love itDesign and build is good but I found it very painful after wearing it for hour.Battery backup is also good.READ MORE,4
It's a ossum productREAD MORE,5
Nice productREAD MORE,5
SuperbREAD MORE,5
FantasticREAD MORE,5
Very nice product in this price range🙂🙂READ MORE,5
Headphones are great at this price just sound is little hurtful.And delivery came 3 days early!Overall at this price can't find better product.READ MORE,5
Super productsWorth each penny ❤️❤️❤️READ MORE,5
Very nice product and sound quality is good...READ MORE,4
Very nice product in this price range🙂🙂READ MORE,5
Headphones are great at this price just sound is little hurtful.And delivery came 3 days early!Overall at this price can't find better product.READ MORE,5
Super productsWorth each penny ❤️❤️❤️READ MORE,5
Very nice product and sound quality is good...READ MORE,4
Sound is Good But Microphone is not goodREAD MORE,4
Great sound Quality .....READ MORE,5
Best product I bought in 960/- quality is gud as expectedREAD MORE,5
ExcellentREAD MORE,5
OkREAD MORE,5
Awesome productREAD MORE,5
It's AmazingREAD MORE,4
Good productREAD MORE,5
Awesome Experience with Flipkart always.READ MORE,5
NiceREAD MORE,5
Best buget headphonesREAD MORE,5
Sound quality is good  but bass is not so satisfying . And mouth speaker is so weak . For this weakness I have speak too loudly . Average quality good but not so much goodREAD MORE,3
Spr headphones ever usedREAD MORE,4
Good bassREAD MORE,5
Love it I will tell you plz purchase itREAD MORE,5
it's awesome 😍I love it . . . .❣️READ MORE,5
Spr headphones ever usedREAD MORE,4
Good bassREAD MORE,5
Love it I will tell you plz purchase itREAD MORE,5
it's awesome 😍I love it . . . .❣️READ MORE,5
Best quality song i like this productREAD MORE,5
Best headphones on Planet at this rateREAD MORE,5
At thi prize (999) its Amazing. Go for it.READ MORE,5
"Bass is excellent.Build quality is also very good.But, This is not that much comfortable.Don't  purchase it for 1499. It is available for 999 in sale.READ MORE",5
"Nice product. Laptop, mobile phone, i phone can be conneted by bluetooth.READ MORE",5
It's also goodREAD MORE,4
The size is soo smallREAD MORE,4
"This headphone is awsome in this range. It provides you a very good sound quality with dual mode that is aux and bluetooth. You can play games with the help of aux perfectly. One thing the company should improve that is the comfort. At the very first, you could only wear it for a while that is nearly 15 min or 20 minutes. And after 2 months you will have the habbit of wearing for a long time nearky 4-5 hours without any problem, all you need to do is just put the headphones stretched somewher...READ MORE",4
Best productsREAD MORE,5
Awesome but headphone ia very tightREAD MORE,5
It's very nice and I am glad to get it at a very affordable price.....Very good sound quality and very sleek and stylish design....READ MORE,5
Good Quality of the HeadphoneREAD MORE,5
Product is good and affordable at the time of good offers nice product I like itREAD MORE,4
Amazing headphone ♥️♥️READ MORE,5
"overall good, wireless not working properly.not as my expectation.READ MORE",3
NiceREAD MORE,4
Very good product... Awesome product Thank for flipkart for beautiful boat headphones send karne ke liye woh bhi itne less price Mai Awesome... Super product..... Beautiful model... Design is very goodREAD MORE,5
Nice product specially I purchased for free fire 🤭🤭🤭READ MORE,5
Very nice keep it up👍👍!READ MORE,5
NiceREAD MORE,3
It's have delivered  few minutes ago. This is actually same product which I want🥰🥰READ MORE,3
The most bluetooth is in the world..READ MORE,5
Very fast delivery and sound quality is awesome 👌👌🥰READ MORE,4
"Nice sound quality , bass quality is amazing and mindblowing flipkart delivers their product before they promise  and i liked itREAD MORE",5
NycREAD MORE,5
"Almost good , sound is good while connected Bluetooth but not with wire., After some time charging capacity goes low and battery backup is also low.READ MORE",4
Outstanding ❤READ MORE,5
It is good .But The sound is hazyREAD MORE,4
Its was nice...I love itREAD MORE,5
Very nice product. Nice sound .READ MORE,5
"Very bad product,money waste it is not comfortable pls don't buy this productREAD MORE",1
Need to improve bass but overall it's good and go for itREAD MORE,5
GoodREAD MORE,5
"The sound of music is coming out at high volume. Its okay but not durable. Built is overall good. But not more spongy, it should be more soft. Need to handle it properly. After using 2 hours continiously there will be something pain in ear. All over good !! But not best !!READ MORE",1
Audio is good ....always struck in the headset and murmuring audio hate it i need replacement...cant hear a song at 1 meter itself.READ MORE,1
"Splendid, sounds too good amazing, love it Thanks flipREAD MORE",5
I love this product bcz its base is so much good and I suggest u to buy this bcz the red one is of poor leather and it must damage in few daysREAD MORE,5
Amazing product flipkart loved it i got it in discount and the deliver is very faster.READ MORE,5
Very good productREAD MORE,5
Good product buy sometimes there is some defects in sound after conneting to mobile phone i dont know whether the mistake is from my side..still it is an good product u can enjoy it ..💯READ MORE,4
Product was awesome but iam in a confusion how to connect with bluetooth with out audio jackREAD MORE,5
"Great product. Bass and sound is very good. However, if you keep it on for long hours, your ears will get hot. It is also very tight, so the ears get pressed and start to hurt after a few hours. Overall a very good product by boAtREAD MORE",4
Everything is ok except it's design...quite uncomfortable on ears causes pain..its cushioning is not proper... otherwise sound n build quality is fine...READ MORE,3
BrilliantREAD MORE,5
Should buy boat rockerz 400READ MORE,5
On time delivery.. after one month it's not working.. life of this device is one month..READ MORE,2
Allover good.READ MORE,5
Nice sound quality and nice bass in this price rengeREAD MORE,5
POWER FUL BASS 5/5GOOD BATTERY  BACKUP  5/5GOOD MATERIAL 4.9/5BUILD  QUALITY  4.8/5We can easily  register  any warrant  issue  on there page quick  response  from there  side I got it on 899READ MORE,5
Fantastic 🔥💯 Best Sound And Bass 🔥  Better Comfort Than Boat Rockerz 450 Premium Look With Quality PlasticBattery Backup is Too Good 😍READ MORE,5
Very poorREAD MORE,1
Max in 6 year we can't use after 6 month .. lot of issue will.comeREAD MORE,1
It's awesomeREAD MORE,5
Osm product thank u flipkart Amazing sound quality super bass ❤❤❤ I am listening music for 4 days and now also 60 % charge left osm product 😘😘😘READ MORE,5
Comfortable with ears...?bass?Battery is superb ❤️READ MORE,4
Great quality products sounds quality is awesome 👌👌 satisfied products 👍👍READ MORE,5
I have used it for the past 2 months and found it really amazing . It was delivered on the right time . Worth the price . Must try for people who love bass💖💖READ MORE,5
Full bass🤯🤯🤯🤯READ MORE,5
Sound quality is good & Nice battery backup.READ MORE,5
Not comfortable.READ MORE,3
You cant wear for long time its paining but sound quality is goodREAD MORE,4
Nice productREAD MORE,5
Nice productREAD MORE,5
Amazing ProductREAD MORE,5
Awsome sound and bulit quality....READ MORE,5
MagnificentREAD MORE,5
Nice product and very fast delivery by Flipkart😃READ MORE,5
It's just amazing .... Great sound base.....love this product......READ MORE,5
We both Enjoying the music...READ MORE,5
NiceREAD MORE,5
Awesome 👍...Thank you so much flipcartREAD MORE,5
GoodREAD MORE,5
Worth at 999/-READ MORE,4
Base quality is very goodREAD MORE,5
Super boat 🤙🏻READ MORE,5
Very good productREAD MORE,5
Worth at 999/-READ MORE,4
Base quality is very goodREAD MORE,5
Super boat 🤙🏻READ MORE,5
Very good productREAD MORE,5
Signal range is not proper in outdoor conditionFor example approximately 1 meter range between Phone and boAt Rockerz 400 Though build quality and sound quality is goodREAD MORE,3
The best head setsREAD MORE,5
Good productREAD MORE,4
Microphone is useless. If you are planning to buy it for speaking over phone look for a better one. For music it is goodREAD MORE,1
The Bluetooth connectivity is so poor after a month. I was not able to hear anything clearly. Didn't expected this much cheap quality from a boAt product. Highly Disappointed.READ MORE,1
Good💞READ MORE,5
Nice product.READ MORE,5
So nice but tight to keep on ears but so niceREAD MORE,5
This time in trouble of COVID-19 dREAD MORE,5
The product is technically damaged.... I requested a exchange but the product hasn't picked yet..READ MORE,2
"It has amazing sound quality with more than sufficient battery backup. Delivery of this product was fast within just 36 hours. Build Quality is very bad, it is very tight.  If you want to use for more than 1 hour,  your ears will feel uncomfortable externally. SO I am removing 2 stars, I'll strongly recommend go for 450 model as compared to 400.READ MORE",3
SuperREAD MORE,5
Nice Product at Reasonable priceREAD MORE,5
Wonderful productREAD MORE,5
Fully satisfied ❤️❤️❤️❤️❤️❤️❤️❤️READ MORE,5
Best headphone everREAD MORE,5
The build quality is not good..and bluetooth may get damaged....but the sound quality is great..battery life is also great..My experience - I bought this headphone in November 2019The headphone was working great but after 5 months the bluetooth was not working..so i logged a complaint in boat...but it was lockdown so i didnt get any reply...Now cause the bluetooth wasnt working...i was using it by plugging the aux cable...after 3 days the curve strap also broke as it was made of plast...READ MORE,3
Sound quality is not that good. If you wear it for a full movie then keep a bucket of water nearby cauz your ear burns like hellREAD MORE,4
Nice productREAD MORE,4
nice productREAD MORE,5
NiceREAD MORE,5
Its all good ..but the headphone is to tight to wear...tough for long time consuming users like meREAD MORE,4
Nice headset....READ MORE,5
Very nice productREAD MORE,5
